Date_(M/D/Y),Experiment_Day,Jar_#,Jar_ID,Temperature_Cycle,Temperature_Cycle_Day,Temperature_Cycle_Total_Days,Temperature_Cycle_Number,Temperature_C,Enrichment_(gPP/L),Sample_Volume_(mL),Dilution_Volume_(mL),Sub_Sample_Volume_(mL),E.patella_abundance_(#protists),Diluted_E.patella_(yes/no),T.pyriformis_abundance_(#protists),Diluted_T.pyriformis_(yes/no),E.patella_Density_(#protists/mL),T.pyriformis_Density_(#protists/mL)
07/20/20,41,34,BHE3,B,2,20,3,22,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/20/20,41,35,BHE4,B,2,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,36,BHE5,B,2,20,3,22,0.4,0.3,0.0,N/A,12,NO,0,NO,40,0
07/20/20,41,28,BHT1,B,2,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,37,YES,N/A,4234.444444
07/20/20,41,29,BHT2,B,2,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,58,YES,N/A,6637.777778
07/20/20,41,30,BHT3,B,2,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
07/20/20,41,31,BHT4,B,2,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,21,YES,N/A,2403.333333
07/20/20,41,23,BLE1,B,2,20,3,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/20/20,41,24,BLE2,B,2,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,25,BLE3,B,2,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,26,BLE4,B,2,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,27,BLE5,B,2,20,3,22,0.1,0.3,0.0,N/A,1,NO,6,NO,3.333333333,20
07/20/20,41,19,BLT1,B,2,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,41,YES,N/A,2870
07/20/20,41,20,BLT2,B,2,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,83,YES,N/A,5810
07/20/20,41,21,BLT3,B,2,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,36,YES,N/A,2520
07/20/20,41,22,BLT4,B,2,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,41,YES,N/A,2870
08/19/20,71,54,CHE5,C,24,24,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/21/20,73,54,CHE5,C,2,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/24/20,76,54,CHE5,C,5,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/26/20,78,54,CHE5,C,7,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/28/20,80,54,CHE5,C,9,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,46,CHT1,C,18,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,14,YES,N/A,1602.222222
07/20/20,41,47,CHT2,C,18,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
07/20/20,41,48,CHT3,C,18,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
07/20/20,41,49,CHT4,C,18,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,34,YES,N/A,3891.111111
06/10/20,1,41,CLE1,C,2,24,1,22,0.1,0.3,0.0,N/A,9,NO,0,NO,30,0
06/12/20,3,41,CLE1,C,4,24,1,22,0.1,0.3,0.0,N/A,8,NO,0,NO,26.66666667,0
06/15/20,6,41,CLE1,C,7,24,1,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/17/20,8,41,CLE1,C,9,24,1,22,0.1,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
06/19/20,10,41,CLE1,C,11,24,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
07/20/20,41,37,CLT1,C,18,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,53,YES,N/A,3710
07/20/20,41,38,CLT2,C,18,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,33,YES,N/A,2310
07/20/20,41,39,CLT3,C,18,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
07/20/20,41,40,CLT4,C,18,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,33,YES,N/A,2310
07/21/20,42,68,DHE1,D,15,28,2,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/21/20,42,69,DHE2,D,15,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,70,DHE3,D,15,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,71,DHE4,D,15,28,2,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/21/20,42,72,DHE5,D,15,28,2,27,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/21/20,42,64,DHT1,D,15,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,52,YES,N/A,5951.111111
07/21/20,42,65,DHT2,D,15,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,53,YES,N/A,6065.555556
07/21/20,42,66,DHT3,D,15,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,70,YES,N/A,8011.111111
07/21/20,42,67,DHT4,D,15,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,55,YES,N/A,6294.444444
07/21/20,42,59,DLE1,D,15,28,2,27,0.1,0.3,0.0,N/A,4,NO,17,NO,13.33333333,56.66666667
07/21/20,42,60,DLE2,D,15,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,61,DLE3,D,15,28,2,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/21/20,42,62,DLE4,D,15,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,63,DLE5,D,15,28,2,27,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/21/20,42,55,DLT1,D,15,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,15,YES,N/A,1050
07/21/20,42,56,DLT2,D,15,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
07/21/20,42,57,DLT3,D,15,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,12,YES,N/A,840
07/21/20,42,58,DLT4,D,15,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,17,YES,N/A,1190
07/21/20,42,86,EHE1,E,11,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,87,EHE2,E,11,32,2,22,0.4,0.3,2.0,0.3,0,NO,41,YES,0,1047.777778
07/21/20,42,88,EHE3,E,11,32,2,22,0.4,0.3,0.0,N/A,0,NO,10,NO,0,33.33333333
07/21/20,42,89,EHE4,E,11,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,90,EHE5,E,11,32,2,22,0.4,0.3,0.0,N/A,0,NO,7,NO,0,23.33333333
07/21/20,42,82,EHT1,E,11,32,2,22,0.4,0.3,12.0,0.3,N/A,N/A,24,YES,N/A,3280
07/21/20,42,83,EHT2,E,11,32,2,22,0.4,0.3,12.0,0.3,N/A,N/A,18,YES,N/A,2460
07/21/20,42,84,EHT3,E,11,32,2,22,0.4,0.3,12.0,0.3,N/A,N/A,25,YES,N/A,3416.666667
07/21/20,42,85,EHT4,E,11,32,2,22,0.4,0.3,12.0,0.3,N/A,N/A,16,YES,N/A,2186.666667
07/21/20,42,77,ELE1,E,11,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,78,ELE2,E,11,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,79,ELE3,E,11,32,2,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
07/21/20,42,80,ELE4,E,11,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,81,ELE5,E,11,32,2,22,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/21/20,42,73,ELT1,E,11,32,2,22,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
07/21/20,42,74,ELT2,E,11,32,2,22,0.1,0.3,8.0,0.3,N/A,N/A,36,YES,N/A,3320
07/21/20,42,75,ELT3,E,11,32,2,22,0.1,0.3,8.0,0.3,N/A,N/A,47,YES,N/A,4334.444444
07/21/20,42,76,ELT4,E,11,32,2,22,0.1,0.3,8.0,0.3,N/A,N/A,12,YES,N/A,1106.666667
07/21/20,42,104,FHE1,F,7,36,2,22,0.4,0.3,2.0,0.3,0,NO,78,YES,0,1993.333333
07/21/20,42,105,FHE2,F,7,36,2,22,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/21/20,42,106,FHE3,F,7,36,2,22,0.4,0.3,0.0,N/A,1,NO,89,NO,3.333333333,296.6666667
07/21/20,42,107,FHE4,F,7,36,2,22,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/21/20,42,108,FHE5,F,7,36,2,22,0.4,0.3,0.0,N/A,4,NO,1,NO,13.33333333,3.333333333
07/21/20,42,100,FHT1,F,7,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,9,YES,N/A,1230
07/21/20,42,101,FHT2,F,7,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,20,YES,N/A,2733.333333
07/21/20,42,102,FHT3,F,7,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,23,YES,N/A,3143.333333
07/21/20,42,103,FHT4,F,7,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,19,YES,N/A,2596.666667
07/21/20,42,95,FLE1,F,7,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,96,FLE2,F,7,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,97,FLE3,F,7,36,2,22,0.1,0.3,2.0,0.3,0,NO,23,YES,0,587.7777778
07/21/20,42,98,FLE4,F,7,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,99,FLE5,F,7,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/21/20,42,91,FLT1,F,7,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,36,YES,N/A,3320
07/21/20,42,92,FLT2,F,7,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,29,YES,N/A,2674.444444
07/21/20,42,93,FLT3,F,7,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
07/21/20,42,94,FLT4,F,7,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
07/22/20,43,14,AHE1,A,12,16,3,27,0.4,0.3,2.0,0.3,1,NO,25,YES,3.333333333,638.8888889
07/22/20,43,15,AHE2,A,12,16,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,16,AHE3,A,12,16,3,27,0.4,0.3,2.0,0.3,1,NO,13,YES,3.333333333,332.2222222
07/22/20,43,17,AHE4,A,12,16,3,27,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/22/20,43,18,AHE5,A,12,16,3,27,0.4,0.3,0.0,N/A,0,NO,8,NO,0,26.66666667
07/22/20,43,10,AHT1,A,12,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,54,YES,N/A,6180
07/22/20,43,11,AHT2,A,12,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,59,YES,N/A,6752.222222
07/22/20,43,12,AHT3,A,12,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,22,YES,N/A,2517.777778
07/22/20,43,13,AHT4,A,12,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,43,YES,N/A,4921.111111
07/22/20,43,5,ALE1,A,12,16,3,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/22/20,43,6,ALE2,A,12,16,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,7,ALE3,A,12,16,3,27,0.1,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
07/22/20,43,8,ALE4,A,12,16,3,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/22/20,43,9,ALE5,A,12,16,3,27,0.1,0.3,0.0,N/A,2,NO,2,NO,6.666666667,6.666666667
07/22/20,43,1,ALT1,A,12,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,39,YES,N/A,2296.666667
07/22/20,43,2,ALT2,A,12,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,90,YES,N/A,5300
07/22/20,43,3,ALT3,A,12,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,96,YES,N/A,5653.333333
07/22/20,43,4,ALT4,A,12,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,23,YES,N/A,1354.444444
07/22/20,43,32,BHE1,B,4,20,3,22,0.4,0.3,0.0,N/A,14,NO,0,NO,46.66666667,0
07/22/20,43,33,BHE2,B,4,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,34,BHE3,B,4,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,35,BHE4,B,4,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,36,BHE5,B,4,20,3,22,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/22/20,43,28,BHT1,B,4,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,31,YES,N/A,3547.777778
07/22/20,43,29,BHT2,B,4,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
07/22/20,43,30,BHT3,B,4,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,34,YES,N/A,3891.111111
07/22/20,43,31,BHT4,B,4,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,22,YES,N/A,2517.777778
07/22/20,43,23,BLE1,B,4,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,24,BLE2,B,4,20,3,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/22/20,43,25,BLE3,B,4,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,26,BLE4,B,4,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,27,BLE5,B,4,20,3,22,0.1,0.3,0.0,N/A,3,NO,4,NO,10,13.33333333
07/22/20,43,19,BLT1,B,4,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,47,YES,N/A,3290
07/22/20,43,20,BLT2,B,4,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,51,YES,N/A,3570
07/22/20,43,21,BLT3,B,4,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,37,YES,N/A,2590
07/22/20,43,22,BLT4,B,4,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,47,YES,N/A,3290
06/22/20,13,41,CLE1,C,14,24,1,27,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/24/20,15,41,CLE1,C,16,24,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
06/26/20,17,41,CLE1,C,18,24,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
06/29/20,20,41,CLE1,C,21,24,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/01/20,22,41,CLE1,C,23,24,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/22/20,43,46,CHT1,C,20,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,24,YES,N/A,2746.666667
07/22/20,43,47,CHT2,C,20,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,16,YES,N/A,1831.111111
07/22/20,43,48,CHT3,C,20,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
07/22/20,43,49,CHT4,C,20,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,39,YES,N/A,4463.333333
07/03/20,24,41,CLE1,C,1,24,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/06/20,27,41,CLE1,C,4,24,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/08/20,29,41,CLE1,C,6,24,2,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/10/20,31,41,CLE1,C,8,24,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/13/20,34,41,CLE1,C,11,24,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/22/20,43,37,CLT1,C,20,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,88,YES,N/A,6160
07/22/20,43,38,CLT2,C,20,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,35,YES,N/A,2450
07/22/20,43,39,CLT3,C,20,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
07/22/20,43,40,CLT4,C,20,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,43,YES,N/A,3010
07/23/20,44,68,DHE1,D,17,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,69,DHE2,D,17,28,2,27,0.4,0.3,0.0,N/A,5,NO,1,NO,16.66666667,3.333333333
07/23/20,44,70,DHE3,D,17,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,71,DHE4,D,17,28,2,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/23/20,44,72,DHE5,D,17,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,64,DHT1,D,17,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,50,YES,N/A,5722.222222
07/23/20,44,65,DHT2,D,17,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,44,YES,N/A,5035.555556
07/23/20,44,66,DHT3,D,17,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,76,YES,N/A,8697.777778
07/23/20,44,67,DHT4,D,17,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,51,YES,N/A,5836.666667
07/23/20,44,59,DLE1,D,17,28,2,27,0.1,0.3,0.0,N/A,0,NO,86,NO,0,286.6666667
07/23/20,44,60,DLE2,D,17,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,61,DLE3,D,17,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,62,DLE4,D,17,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,63,DLE5,D,17,28,2,27,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/23/20,44,55,DLT1,D,17,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
07/23/20,44,56,DLT2,D,17,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,45,YES,N/A,3150
07/23/20,44,57,DLT3,D,17,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,28,YES,N/A,1960
07/23/20,44,58,DLT4,D,17,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,12,YES,N/A,840
07/23/20,44,86,EHE1,E,13,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,87,EHE2,E,13,32,2,22,0.4,0.3,4.0,0.3,0,NO,17,YES,0,812.2222222
07/23/20,44,88,EHE3,E,13,32,2,22,0.4,0.3,0.0,N/A,0,NO,6,NO,0,20
07/23/20,44,89,EHE4,E,13,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,90,EHE5,E,13,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,82,EHT1,E,13,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,34,YES,N/A,3891.111111
07/23/20,44,83,EHT2,E,13,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,15,YES,N/A,1716.666667
07/23/20,44,84,EHT3,E,13,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,36,YES,N/A,4120
07/23/20,44,85,EHT4,E,13,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,20,YES,N/A,2288.888889
07/23/20,44,77,ELE1,E,13,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,78,ELE2,E,13,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,79,ELE3,E,13,32,2,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/23/20,44,80,ELE4,E,13,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,81,ELE5,E,13,32,2,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
07/23/20,44,73,ELT1,E,13,32,2,22,0.1,0.3,5.0,0.3,N/A,N/A,21,YES,N/A,1236.666667
07/23/20,44,74,ELT2,E,13,32,2,22,0.1,0.3,5.0,0.3,N/A,N/A,33,YES,N/A,1943.333333
07/23/20,44,75,ELT3,E,13,32,2,22,0.1,0.3,5.0,0.3,N/A,N/A,62,YES,N/A,3651.111111
07/23/20,44,76,ELT4,E,13,32,2,22,0.1,0.3,5.0,0.3,N/A,N/A,13,YES,N/A,765.5555556
07/23/20,44,104,FHE1,F,9,36,2,22,0.4,0.3,2.0,0.3,0,NO,85,YES,0,2172.222222
07/23/20,44,105,FHE2,F,9,36,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,106,FHE3,F,9,36,2,22,0.4,0.3,0.0,N/A,5,NO,35,NO,16.66666667,116.6666667
07/23/20,44,107,FHE4,F,9,36,2,22,0.4,0.3,0.0,N/A,5,NO,1,NO,16.66666667,3.333333333
07/23/20,44,108,FHE5,F,9,36,2,22,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/23/20,44,100,FHT1,F,9,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,13,YES,N/A,1776.666667
07/23/20,44,101,FHT2,F,9,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,23,YES,N/A,3143.333333
07/23/20,44,102,FHT3,F,9,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,19,YES,N/A,2596.666667
07/23/20,44,103,FHT4,F,9,36,2,22,0.4,0.3,12.0,0.3,N/A,N/A,8,YES,N/A,1093.333333
07/23/20,44,95,FLE1,F,9,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,96,FLE2,F,9,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,97,FLE3,F,9,36,2,22,0.1,0.3,2.0,N/A,0,NO,34,NO,0,113.3333333
07/23/20,44,98,FLE4,F,9,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,99,FLE5,F,9,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/23/20,44,91,FLT1,F,9,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
07/23/20,44,92,FLT2,F,9,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
07/23/20,44,93,FLT3,F,9,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
07/23/20,44,94,FLT4,F,9,36,2,22,0.1,0.3,8.0,0.3,N/A,N/A,23,YES,N/A,2121.111111
07/24/20,45,14,AHE1,A,14,16,3,27,0.4,0.3,2.0,0.3,0,NO,32,YES,0,817.7777778
07/24/20,45,15,AHE2,A,14,16,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,16,AHE3,A,14,16,3,27,0.4,0.3,2.0,0.3,1,NO,24,YES,3.333333333,613.3333333
07/24/20,45,17,AHE4,A,14,16,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,18,AHE5,A,14,16,3,27,0.4,0.3,0.0,N/A,0,NO,18,NO,0,60
07/24/20,45,10,AHT1,A,14,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,48,YES,N/A,5493.333333
07/24/20,45,11,AHT2,A,14,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,62,YES,N/A,7095.555556
07/24/20,45,12,AHT3,A,14,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,22,YES,N/A,2517.777778
07/24/20,45,13,AHT4,A,14,16,3,27,0.4,0.3,10.0,0.3,N/A,N/A,54,YES,N/A,6180
07/24/20,45,5,ALE1,A,14,16,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,6,ALE2,A,14,16,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,7,ALE3,A,14,16,3,27,0.1,0.3,0.0,N/A,1,NO,25,NO,3.333333333,83.33333333
07/24/20,45,8,ALE4,A,14,16,3,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/24/20,45,9,ALE5,A,14,16,3,27,0.1,0.3,0.0,N/A,0,NO,3,NO,0,10
07/24/20,45,1,ALT1,A,14,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,34,YES,N/A,2002.222222
07/24/20,45,2,ALT2,A,14,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,74,YES,N/A,4357.777778
07/24/20,45,3,ALT3,A,14,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,82,YES,N/A,4828.888889
07/24/20,45,4,ALT4,A,14,16,3,27,0.1,0.3,5.0,0.3,N/A,N/A,31,YES,N/A,1825.555556
07/24/20,45,32,BHE1,B,6,20,3,22,0.4,0.3,0.0,N/A,12,NO,1,NO,40,3.333333333
07/24/20,45,33,BHE2,B,6,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,34,BHE3,B,6,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,35,BHE4,B,6,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,36,BHE5,B,6,20,3,22,0.4,0.3,0.0,N/A,1,NO,1,NO,3.333333333,3.333333333
07/24/20,45,28,BHT1,B,6,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,26,YES,N/A,2975.555556
07/24/20,45,29,BHT2,B,6,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,35,YES,N/A,4005.555556
07/24/20,45,30,BHT3,B,6,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
07/24/20,45,31,BHT4,B,6,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,23,YES,N/A,2632.222222
07/24/20,45,23,BLE1,B,6,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,24,BLE2,B,6,20,3,22,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/24/20,45,25,BLE3,B,6,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,26,BLE4,B,6,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,27,BLE5,B,6,20,3,22,0.1,0.3,0.0,N/A,2,NO,4,NO,6.666666667,13.33333333
07/24/20,45,19,BLT1,B,6,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,68,YES,N/A,4760
07/24/20,45,20,BLT2,B,6,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,64,YES,N/A,4480
